time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1999-12-12,16.9,8.4,26.8,,,,,,,
2000-01-21,18.2,8.9,28.6,,,,,,,
2000-01-23,16.0,3.4,25.2,,,,,,,
2000-01-25,20.5,12.0,28.5,,,,,,,
2000-02-04,18.3,9.0,27.5,,,,,,,
2000-02-06,17.1,8.6,25.9,,,,,,,
2000-02-22,21.2,9.4,31.5,,,,,,,
2000-03-01,21.7,9.5,32.0,,,,,,,
2000-05-22,37.5,29.5,44.1,,,,,,,
2000-08-11,36.0,28.9,42.6,,,,,,,
2000-08-12,35.6,27.0,43.0,,,,,,,
2000-08-15,37.5,30.1,43.8,,,,,,,
2000-08-17,31.3,18.6,38.3,11.9,,,,,,
2000-08-19,32.0,27.6,40.0,,,,,,,
2000-08-23,35.3,28.0,42.6,,,,,,,
2000-08-25,36.0,30.0,42.3,,,,,,,
2000-08-27,35.5,25.5,43.1,,,,,,,
2000-08-29,35.8,26.9,42.7,,,,,,,
2000-09-04,36.9,27.1,44.1,,,,,,,
2000-09-05,35.5,26.4,43.4,,,,,,,
2000-09-06,36.5,30.2,42.1,,,,,,,
2000-09-08,37.1,29.3,43.8,,,,,,,
2000-09-09,35.2,28.5,42.5,,,,,,,
2000-09-11,36.7,27.0,44.0,,,,,,,
2000-09-14,35.7,27.5,43.0,,,,,,,
2000-09-15,35.8,28.4,43.5,,,,,,,
2000-09-17,33.7,26.0,41.4,,,,,,,
2000-10-03,27.2,19.5,34.4,,,,,,,
2000-10-13,32.3,26.4,37.5,,,,,,,
2000-10-16,27.2,19.3,33.6,1.0,,,,,,
2000-10-25,27.9,23.5,33.9,,,,,,,
2000-11-08,22.2,15.4,,,,,,,,
2000-11-20,18.8,11.8,26.5,,,,,,,
2000-11-23,20.8,12.5,28.5,,,,,,,
2001-02-12,16.7,7.4,,,,,,,,
2001-03-30,25.9,16.9,33.1,,,,,,,
2001-04-13,28.1,14.8,37.4,,,,,,,
2001-04-22,30.2,22.9,36.6,,,,,,,
2001-04-23,23.8,19.6,30.5,,,,,,,
2001-04-24,22.2,14.0,27.9,,,,,,,
2001-05-02,33.3,23.7,40.6,,,,,,,
2001-05-08,34.0,25.2,41.0,,,,,,,
2001-05-28,35.1,27.1,41.1,,,,,,,
2001-06-29,36.2,28.0,43.0,,,,,,,
2001-07-06,36.6,30.0,43.0,,,,,,,
2001-07-07,36.4,26.4,44.2,,,,,,,
2001-07-14,37.8,28.5,46.4,,,,,,,
2001-07-31,34.4,27.6,41.6,,,,,,,
2001-08-10,35.5,28.0,,,,,,,,
2001-08-12,36.6,29.9,44.5,,,,,,,
2001-08-18,35.9,28.6,44.1,,,,,,,
2001-08-22,37.2,26.7,,,,,,,,
2001-08-23,35.8,30.1,,,,,,,,
2001-09-01,34.8,27.5,,,,,,,,
2001-09-06,36.7,25.5,,,,,,,,
2001-09-07,35.8,25.7,,,,,,,,
2001-09-08,37.7,27.5,,,,,,,,
2001-09-17,38.1,29.1,44.0,,,,,,,
2001-09-21,35.4,28.8,41.9,,,,,,,
2001-10-04,30.8,24.0,,,,,,,,
2001-10-13,26.8,20.0,,,,,,,,
2001-11-15,23.6,13.6,33.2,,,,,,,
2001-11-27,20.8,13.4,27.1,,,,,,,
2001-12-02,19.8,13.3,26.6,,,,,,,
2002-01-10,18.8,12.6,24.8,,,,,,,
2002-01-16,15.1,5.3,23.6,,,,,,,
2002-01-19,14.7,7.0,23.0,,,,,,,
2002-01-31,17.9,8.4,27.4,,,,,,,
2002-02-02,18.0,8.5,27.3,,,,,,,
2002-02-13,20.2,9.0,29.5,,,,,,,
2002-02-14,21.0,10.9,30.4,,,,,,,
2002-02-17,23.9,12.0,33.0,,,,,,,
2002-03-07,20.9,10.8,28.5,,,,,,,
2002-03-21,25.2,13.0,33.0,,,,,,,
2002-03-23,25.6,13.9,34.0,,,,,,,
2002-03-28,29.2,23.0,36.5,,,,,,,
2002-03-30,28.4,19.0,36.5,,,,,,,
2002-04-03,27.8,21.9,34.0,,,,,,,
2002-04-05,29.2,21.3,35.8,,,,,,,
2002-04-10,29.7,24.4,34.5,,,,,,,
2002-04-22,28.7,19.5,36.2,,,,,,,
2002-05-02,31.7,23.0,39.5,,,,,,,
2002-05-03,32.2,22.8,40.0,,,,,,,
2002-05-05,33.3,22.9,40.9,,,,,,,
2002-06-08,35.4,25.2,42.0,,,,,,,
2002-06-09,35.5,26.1,43.4,,,,,,,
2002-06-20,38.0,26.5,,,,,,,,
2002-06-27,37.9,28.4,45.3,,,,,,,
2002-06-28,38.9,28.7,46.0,,,,,,,
2002-07-02,37.8,30.2,44.6,,,,,,,
2002-07-04,38.7,31.9,44.2,,,,,,,
2002-07-09,38.7,29.2,45.2,,,,,,,
2002-07-10,38.0,27.4,46.1,,,,,,,
2002-07-12,38.9,30.5,46.5,,,,,,,
2002-07-18,39.3,31.4,46.5,,,,,,,
2002-08-11,37.3,34.0,42.1,,,,,,,
2002-08-25,37.1,28.4,45.0,0.0,,,,,,
2002-08-29,36.8,26.5,44.9,,,,,,,
2002-08-31,37.1,29.5,44.1,,,,,,,
2002-09-11,36.1,27.4,,,,,,,,
2002-10-25,28.8,17.6,,,,,,,,
2002-11-06,22.7,15.1,,,,,,,,
2002-11-16,29.2,18.4,,,,,,,,
2002-11-28,19.4,14.9,,,,,,,,
2002-11-29,22.1,13.6,30.0,,,,,,,
2002-11-30,22.9,14.1,,,,,,,,
2002-12-07,17.1,11.4,,,,,,,,
2002-12-21,23.4,13.5,30.5,0.0,,,,,,
2002-12-29,18.8,9.0,,,,,,,,
2002-12-31,17.0,6.7,26.4,,,,,,,
2003-01-21,21.7,12.0,,,,,,,,
2003-02-15,20.5,16.8,,,,,,,,
2003-03-02,20.7,9.6,29.5,,,,,,,
2003-03-13,26.2,15.6,34.3,,,,,,,
2003-05-16,36.3,24.4,44.4,,,,,,,
2003-06-10,35.9,29.2,,,,,,,,
2003-06-25,37.4,29.1,,,,,,,,
2003-09-18,36.3,28.7,44.0,,,,,,,
2003-09-22,36.1,28.5,43.0,,,,,,,
2003-09-24,33.7,25.5,42.0,,,,,,,
2003-09-26,35.5,26.2,42.2,,,,,,,
2003-09-30,35.1,27.5,41.8,,,,,,,
2003-10-01,34.8,26.3,42.2,,,,,,,
2003-10-03,34.2,24.7,42.5,,,,,,,
2003-10-04,33.3,22.0,41.0,,,,,,,
2003-10-07,34.5,25.2,41.2,,,,,,,
2003-10-08,34.3,23.8,40.9,,,,,,,
2003-10-12,29.3,20.4,38.0,,,,,,,
2003-10-13,28.8,20.3,39.5,,,,,,,
2003-10-15,31.9,24.8,38.6,,,,,,,
2003-10-16,31.7,26.6,35.4,,,,,,,
2003-10-17,33.1,26.6,38.5,,,,,,,
2003-10-20,32.3,23.6,39.2,,,,,,,
2003-10-22,29.4,21.4,41.0,0.0,,,,,,
2003-10-24,31.7,23.0,39.9,,,,,,,
2003-10-26,31.8,21.9,40.9,,,,,,,
2003-11-27,21.9,14.8,30.0,,,,,,,
2004-01-04,15.9,5.7,26.0,0.0,,,,,,
2004-01-05,17.3,7.6,,0.0,,,,,,
2004-01-08,18.1,5.9,24.6,0.0,,,,,,
2004-01-10,17.3,6.5,29.2,0.0,,,,,,
2004-01-12,18.8,9.0,29.2,0.0,,,,,,
2004-01-13,19.8,10.6,29.1,0.0,,,,,,
2004-01-14,21.8,15.9,29.6,0.0,,,,,,
2004-01-16,21.8,16.9,26.8,0.0,,,,,,
2004-01-17,22.0,14.9,29.3,0.0,,,,,,
2004-01-25,16.4,7.6,27.3,0.0,,,,,,
2004-02-17,18.7,7.5,28.3,0.0,,,,,,
2004-02-21,26.7,17.5,36.5,0.0,,,,,,
2004-02-22,26.6,15.9,36.3,0.0,,,,,,
2004-05-03,34.9,26.0,41.5,0.0,,,,,,
2004-05-07,28.9,17.7,38.0,0.0,,,,,,
2004-05-08,31.7,20.9,39.7,0.0,,,,,,
2004-05-18,33.8,24.8,41.2,0.0,,,,,,
2004-05-19,33.6,23.1,40.5,0.0,,,,,,
2004-05-21,33.3,21.9,41.7,0.0,,,,,,
2004-05-23,32.7,22.7,40.2,0.0,,,,,,
2004-05-26,32.5,22.1,40.0,0.0,,,,,,
2004-05-27,31.2,22.9,39.9,0.0,,,,,,
2004-05-29,31.7,22.5,38.4,0.0,,,,,,
2004-05-31,32.0,23.4,38.6,0.0,,,,,,
2004-06-02,35.1,26.2,42.6,2.0,,,,,,
2004-06-04,36.2,23.4,44.5,0.0,,,,,,
2004-06-07,37.5,28.6,44.4,0.0,,,,,,
2004-06-09,38.7,29.2,45.0,0.0,,,,,,
2004-06-14,38.1,29.4,43.5,0.0,,,,,,
2004-06-20,35.8,23.6,,0.0,,,,,,
2004-06-28,37.2,29.0,43.6,0.0,,,,,,
2004-07-19,35.2,30.0,39.8,0.0,,,,,,
2004-07-21,35.8,27.5,42.6,0.0,,,,,,
2004-07-22,35.9,30.5,41.8,0.0,,,,,,
2004-07-24,30.8,25.4,37.3,3.0,,,,,,
2004-07-25,34.1,26.6,39.9,0.0,,,,,,
2004-07-26,35.0,27.6,41.5,0.0,,,,,,
2004-08-03,36.3,30.2,43.5,0.0,,,,,,
2004-08-10,38.0,30.4,45.0,0.0,,,,,,
2004-08-18,32.8,24.0,39.5,3.0,,,,,,
2004-08-23,34.5,31.5,40.4,0.0,,,,,,
2004-08-24,32.6,26.4,39.8,0.0,,,,,,
2004-08-25,33.8,25.5,41.7,0.0,,,,,,
2004-08-26,36.9,29.6,42.4,0.0,,,,,,
2004-09-06,35.7,28.4,42.6,0.0,,,,,,
2004-09-14,35.7,28.2,42.2,0.0,,,,,,
2025-06-05,34.2,27.7,40.8,0.0,,,26.3,,1010.9,
2025-06-06,33.8,27.8,39.6,0.0,,,19.5,,1012.6,
2025-06-07,34.6,26.9,40.7,0.0,,,11.3,,1011.9,
2025-06-08,36.4,28.5,42.5,0.0,,,13.8,,1010.7,
2025-06-09,37.5,30.1,43.5,0.0,,,15.5,,1008.9,
2025-06-10,36.6,29.7,42.0,0.0,,,19.3,,1008.9,
2025-06-11,36.6,29.9,42.3,0.0,,,16.6,,1008.8,
2025-06-12,37.5,31.5,43.5,0.0,,,17.5,,1007.3,
2025-06-13,37.6,28.8,44.3,0.0,,,14.7,,1006.5,
2025-06-14,36.3,29.9,43.5,0.0,,,24.7,,1007.8,
2025-06-15,36.1,29.4,42.9,0.0,,,17.7,,1009.7,
2025-06-16,37.8,30.2,43.1,0.0,,,12.2,,1009.4,
2025-06-17,37.9,30.3,43.1,0.0,,,12.9,,1008.7,
2025-06-18,38.5,32.3,44.1,0.0,,,20.3,,1007.4,
2025-06-19,36.8,29.4,43.0,0.0,,,14.8,,1006.6,
2025-06-20,36.6,28.7,43.6,0.0,,,15.2,,1007.0,
2025-06-21,36.6,30.2,41.9,0.0,,,23.0,,1009.0,
2025-06-22,37.5,30.8,43.4,0.0,,,16.8,,1008.6,
2025-06-23,38.0,30.9,44.3,0.0,,,14.4,,1006.2,
2025-06-24,38.0,30.1,43.5,0.0,,,17.0,,1004.9,
2025-06-25,38.7,34.6,42.1,0.0,,,23.6,,1007.7,
2025-06-26,37.0,32.3,41.3,0.0,,,15.7,,1009.7,
2025-06-27,36.7,31.3,42.0,0.0,,,16.8,,1009.5,
2025-06-28,38.0,31.8,43.7,0.0,,,13.8,,1007.0,
2025-06-29,37.8,30.9,43.8,0.0,,,18.5,,1005.1,
2025-06-30,36.3,29.4,42.1,0.0,,,17.9,,1005.5,
2025-07-01,35.3,28.9,40.8,0.0,,,16.4,,1007.6,
2025-07-02,36.1,29.1,41.6,0.0,,,15.1,,1008.8,
2025-07-03,36.5,29.2,42.7,0.0,,,16.0,,1008.2,
2025-07-04,37.2,29.6,43.3,0.0,,,16.4,,1007.9,
2025-07-05,37.1,33.1,41.9,0.0,,,26.9,,1007.6,
2025-07-06,37.6,32.0,42.8,0.0,,,21.0,,1007.4,
2025-07-07,36.0,30.5,40.2,0.0,,,17.5,,1008.6,
2025-07-08,35.8,31.3,39.9,0.0,,,13.5,,1010.7,
2025-07-09,37.9,31.4,44.0,0.0,,,22.4,,1009.7,
2025-07-10,39.7,32.3,46.4,0.0,,,22.1,,1006.0,
2025-07-11,38.8,32.2,45.1,0.0,,,15.6,,1003.1,
2025-07-12,37.1,30.7,43.4,0.0,,,23.2,,1004.5,
2025-07-13,33.5,29.0,36.9,0.0,,,22.9,,1011.1,
2025-07-14,34.0,28.3,38.5,0.0,,,13.2,,1015.2,
2025-07-15,36.3,30.4,42.6,0.0,,,20.5,,1011.6,
2025-07-16,37.6,30.1,43.6,0.0,,,22.1,,1007.4,
2025-07-17,38.2,31.2,43.1,0.0,,,13.0,,1006.9,
2025-07-18,37.1,31.6,42.0,0.0,,,21.5,,1009.1,
2025-07-19,35.8,31.1,40.7,0.0,,,19.0,,1010.2,
2025-07-20,36.7,29.5,42.1,0.0,,,11.5,,1007.5,
2025-07-21,38.8,32.7,44.0,0.0,,,15.3,,1005.3,
2025-07-22,39.4,33.0,45.6,0.0,,,17.3,,1004.1,
2025-07-23,36.8,33.2,40.3,0.0,,,23.5,,1006.1,
2025-07-24,35.1,30.2,40.3,0.0,,,19.1,,1008.0,
2025-07-25,34.4,27.9,39.1,0.0,,,10.8,,1010.1,
2025-07-26,36.6,29.5,42.8,0.0,,,17.1,,1009.2,
2025-07-27,38.1,30.9,44.3,0.0,,,13.7,,1007.4,
2025-07-28,37.1,31.1,43.5,0.0,,,18.4,,1007.0,
2025-07-29,37.1,31.0,43.1,0.0,,,18.9,,1006.7,
2025-07-30,37.6,29.7,44.3,0.0,,,16.1,,1006.9,
2025-07-31,37.4,32.8,43.1,0.0,,,23.3,,1008.5,
2025-08-01,34.2,30.6,38.5,0.7,,,14.1,,1010.8,
2025-08-02,34.0,29.2,39.7,0.0,,,9.9,,1011.3,
2025-08-03,33.2,26.8,41.8,0.0,,,13.2,,1011.2,
2025-08-04,36.0,27.6,43.0,0.0,,,18.8,,1009.7,
2025-08-05,36.3,29.9,41.9,0.0,,,15.2,,1010.0,
2025-08-06,35.6,28.9,41.5,0.0,,,15.8,,1009.5,
2025-08-07,36.4,29.1,42.9,0.0,,,13.9,,1007.4,
2025-08-08,35.3,30.5,41.4,0.0,,,19.3,,1009.1,
2025-08-09,35.8,28.4,42.4,0.0,,,15.1,,1008.8,
2025-08-10,38.1,31.8,43.8,0.0,,,19.0,,1007.1,
2025-08-11,37.4,32.1,42.3,0.0,,,19.3,,1006.9,
2025-08-12,36.3,31.1,40.5,0.0,,,20.8,,1008.2,
2025-08-13,36.2,30.8,41.2,0.0,,,14.8,,1008.5,
2025-08-14,33.9,29.0,38.7,0.0,,,18.0,,1010.8,
2025-08-15,34.8,29.8,39.7,0.0,,,16.7,,1012.2,
2025-08-16,36.4,29.5,42.9,0.0,,,16.7,,1008.5,
2025-08-17,36.6,29.7,43.2,0.0,,,15.9,,1006.5,
2025-08-18,34.5,28.0,39.6,0.0,,,20.6,,1009.2,
2025-08-19,34.9,28.8,40.0,0.0,,,16.8,,1010.6,
2025-08-20,36.3,30.0,41.4,0.0,,,12.1,,1009.6,
2025-08-21,37.5,30.8,43.9,0.0,,,16.3,,1007.8,
2025-08-22,37.4,31.0,43.7,0.0,,,18.2,,1006.4,
2025-08-23,37.6,30.7,44.2,0.0,,,14.2,,1003.6,
2025-08-24,35.5,31.2,40.3,0.2,,,26.4,,1006.7,
2025-08-25,34.6,29.1,39.3,0.0,,,14.1,,1010.1,
2025-08-26,36.7,29.6,42.7,0.0,,,15.5,,1009.1,
2025-08-27,35.7,29.0,41.4,0.0,,,19.1,,1009.8,
2025-08-28,34.8,27.9,40.0,0.0,,,18.8,,1011.2,
2025-08-29,36.4,30.2,42.3,0.0,,,18.9,,1007.8,
2025-08-31,37.5,,,,,,15.9,,1007.7,
2025-09-01,36.7,30.2,42.1,0.0,,,14.3,,1008.3,
2025-09-11,35.4,29.1,41.3,0.0,,,17.0,,1010.9,
2025-09-12,36.2,29.6,42.9,0.0,,,19.0,,1008.0,
2025-09-13,35.3,30.1,40.3,0.0,,,18.2,,1009.0,
2025-09-14,35.0,29.4,40.0,0.0,,,13.9,,1011.0,
2025-09-15,34.6,27.6,41.0,0.0,,,20.1,,1011.1,
2025-09-16,34.0,26.1,40.8,0.0,,,19.8,,1011.7,
2025-09-17,34.0,25.4,40.6,0.0,,,14.4,,1011.6,
2025-09-18,34.9,26.3,41.4,0.0,,,12.2,,1010.4,
2025-09-19,35.0,26.0,42.0,0.0,,,20.1,,1009.3,
2025-09-20,34.6,28.1,40.6,0.0,,,15.9,,1010.2,
2025-09-21,35.5,28.5,41.2,0.0,,,15.3,,1009.7,
2025-09-22,35.0,28.5,41.5,0.0,,,14.2,,1009.0,
2025-09-23,35.1,26.7,41.4,0.0,,,12.5,,1009.3,
2025-09-24,33.9,27.6,39.3,0.0,,,12.2,,1010.6,
2025-09-25,34.6,27.4,41.1,0.0,,,14.4,,1011.3,
2025-09-26,35.9,29.4,42.2,0.0,,,12.8,,1010.9,
2025-09-27,34.7,27.4,39.9,0.0,,,11.8,,1011.7,
2025-09-28,34.8,28.1,40.1,0.0,,,14.8,,1011.2,
2025-09-29,33.6,25.8,40.0,0.0,,,14.8,,1010.6,
2025-09-30,34.9,27.1,41.6,0.0,,,18.8,,1010.4,
2025-10-01,35.8,29.3,41.3,0.0,,,16.5,,1010.3,
2025-10-02,34.5,27.4,40.8,0.0,,,14.1,,1010.5,
2025-10-03,33.5,27.4,39.2,0.0,,,20.0,,1011.7,
2025-10-04,31.3,25.7,37.0,0.0,,,24.8,,1010.3,
2025-10-05,31.6,24.2,38.7,0.0,,,20.6,,1007.8,
2025-10-06,32.0,26.9,37.1,0.0,,,19.7,,1012.7,
2025-10-07,32.2,25.9,37.9,0.0,,,13.3,,1014.5,
2025-10-08,33.3,27.9,39.2,0.0,,,26.4,,1012.6,
2025-10-09,31.8,26.9,37.2,0.0,,,17.5,,1011.8,
2025-10-10,31.8,24.9,38.3,0.0,,,12.3,,1010.7,
2025-10-11,32.1,24.7,39.1,0.0,,,12.2,,1010.2,
2025-10-12,32.2,24.5,39.3,0.0,,,12.3,,1010.2,
2025-10-13,32.7,25.6,39.5,0.0,,,15.3,,1010.5,
2025-10-14,32.3,25.2,38.9,0.0,,,15.6,,1012.3,
2025-10-15,31.2,24.0,37.6,0.0,,,12.0,,1012.6,
2025-10-16,30.6,23.2,37.3,0.0,,,11.3,,1010.9,
2025-10-17,30.7,22.3,38.1,0.0,,,14.9,,1010.6,
2025-10-18,31.8,24.7,38.0,0.0,,,14.9,,1012.4,
2025-10-19,31.1,24.2,37.7,0.0,,,14.2,,1013.3,
2025-10-20,30.8,23.1,37.5,0.0,,,11.7,,1012.6,
2025-10-21,31.4,25.1,37.3,0.0,,,17.7,,1012.6,
2025-10-22,30.9,23.2,37.5,0.0,,,15.9,,1013.0,
2025-10-23,30.7,22.9,37.5,0.0,,,13.8,,1014.0,
2025-10-24,30.8,23.2,37.8,0.0,,,11.8,,1014.1,
2025-10-25,30.1,22.9,37.5,0.0,,,12.8,,1014.0,
2025-10-26,29.9,21.5,37.6,0.0,,,14.0,,1014.0,
2025-10-27,29.3,21.5,37.1,0.0,,,12.6,,1013.9,
2025-10-28,29.2,21.2,36.8,0.0,,,11.2,,1013.4,
2025-10-29,29.1,21.3,37.0,0.0,,,10.7,,1013.1,
2025-10-30,29.4,21.5,36.8,0.0,,,11.5,,1013.1,
2025-10-31,29.2,20.9,36.8,0.0,,,13.0,,1014.6,
2025-11-01,28.8,20.8,36.5,0.0,,,11.3,,1015.2,
2025-11-02,27.6,20.0,34.6,0.0,,,12.9,,1014.9,
2025-11-03,26.6,19.2,33.8,0.0,,,11.9,,1013.7,
2025-11-04,26.5,18.1,34.7,0.0,,,12.2,,1014.4,
2025-11-05,27.1,19.4,35.3,0.0,,,11.9,,1014.7,
2025-11-06,26.4,18.2,34.3,0.0,,,10.4,,1013.1,
2025-11-07,26.5,17.5,34.6,0.0,,,12.6,,1012.4,
2025-11-08,26.4,18.0,34.6,0.0,,,11.6,,1013.0,
2025-11-09,26.9,18.4,35.0,0.0,,,12.7,,1013.6,
2025-11-10,27.4,19.9,34.0,0.0,,,13.8,,1014.4,
2025-11-11,26.6,18.8,34.0,0.0,,,12.6,,1014.2,
2025-11-12,25.9,17.2,34.1,0.0,,,14.0,,1014.2,
2025-11-13,27.8,22.5,34.1,0.0,,,17.8,,1015.7,
2025-11-14,26.7,19.7,33.6,0.0,,,17.7,,1017.2,
2025-11-15,26.1,19.0,33.3,0.0,,,16.6,,1017.2,
2025-11-16,25.1,16.5,32.9,0.0,,,12.5,,1016.4,
2025-11-17,24.8,17.7,31.5,0.0,,,11.4,,1016.0,
2025-11-18,24.4,17.0,31.7,0.0,,,14.5,,1013.6,
2025-11-19,24.0,17.1,31.6,0.0,,,14.4,,1012.4,
2025-11-20,24.2,17.2,30.7,0.0,,,7.9,,1013.4,
2025-11-21,22.6,15.8,28.9,0.0,,,14.7,,1015.8,
2025-11-22,21.0,15.8,26.2,0.0,,,18.8,,1017.8,
2025-11-23,20.0,15.9,24.2,0.0,,,21.9,,1018.6,
2025-11-24,20.5,13.3,28.8,0.0,,,16.4,,1017.0,
2025-11-25,23.1,16.9,30.4,0.0,,,12.8,,1014.2,
2025-11-26,24.7,18.1,31.9,0.0,,,12.0,,1012.4,
2025-11-27,23.0,16.5,28.6,0.0,,,15.2,,1013.5,
2025-11-28,21.8,18.3,26.2,0.0,,,15.9,,1015.0,
2025-11-29,21.9,15.7,28.7,0.0,,,14.2,,1014.0,
2025-11-30,22.0,14.6,28.7,0.2,,,11.9,,1013.1,
2025-12-01,22.4,19.6,27.1,0.8,,,11.1,,1011.7,
2025-12-02,18.7,14.2,23.4,0.0,,,15.0,,1013.0,
2025-12-03,16.6,9.8,23.5,0.0,,,17.3,,1015.4,
2025-12-04,17.7,12.5,23.8,0.0,,,22.9,,1017.5,
2025-12-05,17.8,12.7,23.1,0.0,,,21.5,,1018.4,
2025-12-06,17.5,11.4,23.9,0.0,,,19.9,,1017.8,
2025-12-07,18.5,11.4,26.4,0.0,,,14.9,,1017.1,
2025-12-08,20.6,14.8,25.8,0.0,,,16.0,,1017.0,
2025-12-09,21.0,16.7,26.7,0.0,,,14.5,,1017.4,
2025-12-10,19.2,11.2,27.3,0.0,,,10.8,,1015.9,
2025-12-11,19.8,11.8,28.4,0.0,,,15.9,,1013.1,
2025-12-12,17.7,11.8,23.2,0.0,,,9.9,,1012.4,
2025-12-13,17.0,8.7,24.9,0.0,,,8.8,,1012.5,
2025-12-14,19.8,15.4,27.4,1.5,,,15.5,,1013.5,
2025-12-15,18.1,15.8,22.7,7.5,,,13.4,,1017.2,
2025-12-16,17.2,13.2,22.6,0.0,,,10.9,,1017.1,
2025-12-17,15.4,10.7,20.9,0.0,,,11.8,,1014.0,
2025-12-18,13.0,7.7,18.4,0.0,,,11.4,,1016.0,
2025-12-19,12.5,6.0,19.4,0.0,,,11.7,,1018.3,
2025-12-20,13.7,6.6,20.7,0.0,,,12.7,,1016.5,
2025-12-21,14.5,7.9,21.2,0.0,,,13.8,,1014.7,
2025-12-22,14.1,6.7,21.8,0.0,,,11.5,,1013.7,
2025-12-23,14.3,7.3,21.1,0.0,,,11.7,,1014.2,
2025-12-24,14.4,6.1,21.9,0.0,,,9.6,,1013.4,
2025-12-25,15.9,6.6,23.7,0.0,,,7.8,,1013.2,
2025-12-26,17.0,11.3,22.7,0.0,,,11.5,,1014.7,
